,File,File_Size,Creation_Date,File_Description,IFC_File_Name,IFC_Organization,IFC_Application,Location,latitude,longitude
2722,house_1_IFC4.ifc,0.021204948,," 
"," 
","RDF, RDF Ltd"," 0.10, Test Application, TA 1001
"," Sofia ,  1320 ,  Bulgaria  ",42.6977028,23.3217359
2723,house_2_IFC2X3.ifc,0.082977295,,"CoordinationView, QuantityTakeOffAddOnView, 2,1","IFC Engine DLL version 1.02 beta, IFC Engine DLL version 1.02 beta, The authorising person
","TNO, TNO Building Innovation"," 0.10, Test Application, TA 1001
",,,
2724,house_3_IFC2X3.ifc,2.554293633,," 2,1"," , 
",Autodesk Revit 2013,"382,2013,Autodesk Revit 2013,Revit
",,,
2725,house_no_geo.ifc,0.434020042,," 2,1","Xbim File Processor version 4.0.0.0, Xbim version 4.0.0.0, 
",Autodesk Revit 2016 (CHS),"2016,Autodesk Revit 2016 (CHS),Revit
",,,
2726,huahuatest.ifc,0.037307739,Tue Nov 29 10:54:53 2016,"CoordinationView, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.01.0100.02.64mod : 6 Jun 2012,20130308_1515x64 - Exporter 2014.0.2013.0308 - Default UI,
",,"2014,Autodesk Revit 2014 (CHS),Revit
",,,
2727,hulu.ifc,0.007123947,,"CoordinationView,2,1","IfcOpenShell,IfcOpenShell,
",,"0.16 build 6712 (Git),FreeCAD,118df2cf_ed21_438e_a41
",,,
2728,HZG-OH-ZP-U1-4200M-004-H5-b_DD04.ifc,0.724368095,,"CoordinationView_V2.0, 2,1","1.0.31.12/Standard, TRICAD-MS using IFC Engine DLL, The authorising person
","Innius RR, schneider"," 1.0.31.12/1.0.31.12 (31.03.2020), TRICAD-MS IFC Exporter, TriIfcExport
",,,
2729,I-02.ifc,0.142525673,Wed Nov 03 11:10:17 2021,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,22.0.2.392 - Exporter 22.3.0.0 - Alternate UI 22.3.0.0,
",,"2022,Autodesk Revit 2022 (ITA),Revit
",,,
2730,IBT_K01_F2_N001.ifc,3.251990318,Sun Apr 24 21:02:37 2022,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,21.1.60.25 - Exporter 21.1.0.0 - Alternate UI 21.1.0.0,
",Niras,"2021,Autodesk Revit 2021 (ENG),Revit
",,,
2731,IDS_wooden-windows_IFC.ifc,1.153669357,Thu Jan 28 16:57:10 2021,"CoordinationView_V2.0,ExchangeRequirementArchitecture,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20190412_1200x64 - Exporter 20.2.1.0 - Alternate UI 20.2.1.0,NBvT
","deBIMspecialist,deBIMspecialist advies","2020,Autodesk Revit 2020 (ENU),Revit
",,,
2732,id_154_IFC.ifc,4.199790955,,"Renga View,2,1","IfcPlusPlus,Renga 4.10.39057.0,
",,,,,
2733,IFC%20Hierarchy_02.ifc,0.005899429,Fri Jan 03 11:54:50 2020,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20191031_1115x64 - Exporter 20.1.0.1 - Alternate UI 20.1.0.1,
",,"2020,Autodesk Revit 2020 (ENU),Revit*/
",,,
2734,IFC%20Hierarchy_02_modified.ifc,0.005899429,Fri Jan 03 11:54:50 2020,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20191031_1115x64 - Exporter 20.1.0.1 - Alternate UI 20.1.0.1,
",,"2020,Autodesk Revit 2020 (ENU),Revit*/
",,,
2735,IFC%20LES%20RIV.ifc,19.77932835,,"CoordinationView_V2.0, 2,1","BSProLib Ver:2019.4.0.22, MagiCAD For Revit 2020, -
",-,"2020,MagiCAD For Revit 2020,MagiCAD For Revit
",,,
2736,IFC%20Model.ifc,0.159955025,,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","IFC Database Version:Work,Tekla Structures 20.0 Service Release 7, IFC Export Version: 4.0.0.0 Feb 11 2015,
",Tekla,"20.0 Service Release 7,Tekla Structures,Multi material modeling
","Brandlesholme, Walmersley, Bury, Greater Manchester, England, BL8 1EX, United Kingdom",53.6074058,-2.3121563
2737,IFC%20Schependomlaan%20incl%20planningsdata.ifc,62.06393051,,"SynchroSoftwareLtd Ifc 4D Exporter., 2,1","ISPRAS IFC BtEngine http://panda.ispras.ru/~step, Windows System, The authorising person
","Synchro,SynchroSoftwareLtd,Ifc Exporter of SynchroSoftwareLtd","5.0.0.1,Synchro,Synchro 5.0.0.1
",,,
2738,IFC%20Schependomlaan.ifc,47.00371456,,"
","
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2739,IFC%20Test%20asset_name.ifc,0.104536057,Wed Jul 08 10:55:37 2020,"ReferenceView_V1.1,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20190725_1135x64 - Exporter 20.1.0.81 - Alternate UI 20.1.0.81,
",,"2020,Autodesk Revit 2020 (ENU),Revit
","Westminster, Millbank, London, Greater London, England, SW1P 3JX, United Kingdom",51.5004439,-0.1265398
2740,IFC%20Test%20asset_name_different_families.ifc,0.244016647,Thu May 28 11:22:45 2020,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20190725_1135x64 - Exporter 20.1.0.81 - Alternate UI 20.1.0.81,
",,"2020,Autodesk Revit 2020 (ENU),Revit
","Westminster, Millbank, London, Greater London, England, SW1P 3JX, United Kingdom",51.5004439,-0.1265398
2741,IFC%20TEST.ifc,0.294301033,,"PresentationView,2,1","v0.1,XP SP2,
",,"5.5.201.0,PM2000,122000
",,,
2742,IFC%20Viewer%20Dev%20Building%202%20-%20Export%20A.ifc,3.92441082,,"CoordinationView_V2.0, 2,1","cadwork,
","Cadwork Informatik AG, CH - 4051 Basel","1.0,cadwork,
","19035 , USA",40.0468519446281,-75.28358158347108
2743,IFC%20Viewer%20Dev%20Building%202%20-%20Export%20B.ifc,3.92441082,,"CoordinationView_V2.0, 2,1","cadwork,
","Cadwork Informatik AG, CH - 4051 Basel","1.0,cadwork,
","19035 , USA",40.0468519446281,-75.28358158347108
2744,IFC%20Viewer%20Dev%20Building%202%20-%20Export%20C.ifc,3.924427986,,"CoordinationView_V2.0, 2,1","cadwork,
","Cadwork Informatik AG, CH - 4051 Basel","1.0,cadwork,
",,,
2745,IFC%20Walls.ifc,0.055234909,Wed Mar 25 15:49:48 2015,"CoordinationView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20141119_0715x64 - Exporter 2015.0.2014.1119 - Default UI,
",,"2015,Autodesk Revit 2015 (ENU),Revit
",Singapore,1.357107,103.8194992
2746,IFC-Aanvrager.ifc,0.019382477,,,,,,,,
2747,IFC-Bewerker.ifc,0.006925583,,,,,,,,
2748,IFC-COVOG.ifc,0.043994904,,,,,,,,
2749,IFC-Demo.ifc,0.006871223,,,,,,,,
2750,IFC-Developer.ifc,0.008318901,,,,,,,,
2751,IFC-gebouw.ifc,44.60045624,,"
","C:\\Users\\Juun Steen\\AppData\\Local\\IFC-gebouw.ifc,
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2752,IFC-Gemeente.ifc,0.016673088,,,,,,,,
2753,IFC-kanaalplaatvloer.ifc,0.378253937,,"
","
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2754,IFC-kapconstructie_dakkapellen_platdak.ifc,1.708148003,,"
","
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2755,IFC-lateien_en_geveldragers.ifc,0.400257111,,"
","
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2756,IFC-Misc.ifc,0.006879807,,,,,,,,
2757,IFC-Organisatie.ifc,0.019040108,,,,,,,,
2758,IFC-prefab_trappen.ifc,0.158797264,,"
","
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2759,IFC-prefab_vloer_lifttop.ifc,0.024573326,,"
","
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2760,IFC-staal.ifc,0.895831108,,"
","C:\\Users\\Juun Steen\\AppData\\Local\\IFC-staal.ifc,
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2761,IFC-traphekken.ifc,0.254682541,,"
","C:\\Users\\Juun Steen\\AppData\\Local\\IFC-traphekken.ifc,
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2762,IFC-Vebo.ifc,1.129021645,,"
","C:\\Users\\Juun Steen\\AppData\\Local\\IFC-Vebo.ifc,
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2763,IFC-Verwerker.ifc,0.006937027,,,,,,,,
2764,Ifc2s3_Duplex_Electrical.ifc,1.52850914,,"CoordinationView,2,1","Autodesk Revit 2013,20121003_2115x64,
","Company XYZ,IT","2013,Autodesk Revit 2013,Revit
","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
2765,Ifc2x3grid.ifc,0.021867752,,"CoordinationView_V2.0, SurfaceGeometryAddOnView, QuantityTakeOffAddOnView, SpaceBoundary2ndLevelAddOnView,OptionDrawing Scale: 100.000000,OptionGlobal Unique Identifiers GUID: Keep existing,OptionElements to export: Selected elements only,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExplode Composite and Complex Profile elements into parts: On,OptionExport geometries that Participates in Collision Detection only: On,OptionTriangulate Surfaces: Off,OptionUse legacy geometric methods as in Coordination View 1.0: Off,OptionIFC Site Geometry: As boundary representation BRep,OptionIFC Site Location: At Project Origin,OptionProperties To Export: All properties,OptionSpace containment: On,OptionBounding Box: On,OptionGeometry to type objects: On,OptionElement Properties: Off,OptionElement Parameters: Off,OptionIFC Base Quantities: On,OptionWindow Door Lining and Panel Parameters: On,OptionIFC Space boundaries: On,OptionARCHICAD Zone Categories as IFC Space classification data: Off,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD-64 20.0.0 GER FULL Macintosh version IFC2x3 add-on version: 4012 GER FULL.,The authorising person
",Graphisoft,"20.0.0,ARCHICAD-64,IFC2x3 add-on version: 4012 GER FULL
",,,
2766,IFC2X3_col.ifc,0.002501488,,"CoordinationView,2,1","IfcOpenShell 0.6.0b0,IfcOpenShell 0.6.0b0,
",,"0.19 build 23652 (Git),FreeCAD,118df2cf_ed21_438e_a41
",,,
2767,Ifc2x3_Duplex_Architecture.ifc,2.270472527,,"CoordinationView,2,1","Autodesk Revit Architecture 2011 - 1.0,20100326_1700,
",,"2011,Autodesk Revit Architecture 2011,Revit
","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
2768,Ifc2x3_Duplex_Mechanical.ifc,8.375060081,,"CoordinationView,2,1","Autodesk Revit MEP 2011 - 1.0,20100903_2115x64,
",,"2011,Autodesk Revit MEP 2011,Revit
","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
2769,Ifc2x3_Duplex_MEP.ifc,17.0435257,,"CoordinationView,2,1","Autodesk Revit MEP 2011 - 1.0,20100326_1700,
",,"2011,Autodesk Revit MEP 2011,Revit
","Chicago, Cook County, Illinois, United States",41.8755616,-87.6244212
2770,Ifc2x3_Duplex_Plumbing.ifc,30.09427834,,"CoordinationView,2,1","Autodesk Revit 2013,20121003_2115x64,
","Company XYZ,IT","2013,Autodesk Revit 2013,Revit
",,,
2771,ifc2x3_example.ifc,9.750148773,,"2,1","EDM 4.7.036,Allplan 2006.2 22.01.2007 - 17:12:06,
",Nemetschek AG,"V2006,Allplan,Allplan
",,,
2772,ifc2x3_final_wall.ifc,0.008249283,Tue Dec 19 13:30:09 2017,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20161006_0315x64 - Exporter 17.3.0.0 - Alternate UI 17.3.0.0,
",,"2017,Autodesk Revit 2017 (ENU),Revit
",,,
2773,IFC2X3_Geolocation.ifc,0.003843307,,",2,1","Sample,Sample,
",,,,,
2774,IFC2x3_GRAPHISOFT_ARCHICAD_Sample_Project_S_Office_v1.ifc,33.3827219,,"CoordinationView_V2.0, SurfaceGeometryAddOnView,OptionDrawing Scale: 100.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: On,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode all,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Container Element,OptionRailing export mode: Single Element,OptionStair export mode: Container Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: All,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 HUN FULL Windows version IFC add-on version: 4006 HUN FULL.,The authorising person
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 4006 HUN FULL
","Budapest ,  1031 , Hungary  ",47.4979937,19.0403594
2775,Ifc2x3_SampleCastle.ifc,47.00371456,,"
","
",Graphisoft,"18.0.0,ArchiCAD-64,
","Nijmegen, Gelderland, Nederland",51.842574850000005,5.838960628748229
2776,IFC2_csaladi_haz_sample_HUN.ifc,13.79743481,,"CoordinationView_V2.0,OptionDrawing Scale: 50.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: Off,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode where necessary,OptionElements in Solid Element Operations: Extruded/revolved,OptionElements with junctions: Extruded/revolved without junctions,OptionSlabs with slanted edges: Extruded,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Container Element,OptionRailing export mode: Single Element,OptionStair export mode: Container Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: All,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 HUN FULL Windows version IFC add-on version: 4006 HUN FULL.,The authorising person
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 4006 HUN FULL
",,,
2777,IFC4%20Demo%20Library.ifc,0.07598114,,"DesignTransferView,2,1","IfcOpenShell v0.7.0-ab506098,IfcOpenShell v0.7.0-ab506098,Nobody
",,,,,
2778,Ifc4-Base-Groundfloor.ifc,0.016032219,,"no view,2,1","EDMsix Version 2.0100.09 Sep  7 2016,Allplan 2018.0 31.01.2018 - 17:00:38,
",,,,,
2779,Ifc4-Multi-Body-House.ifc,0.007858276,,"2,1","CARD/1,
",IB&T GmbH," 9.103,CARD/1,
",,,
2780,Ifc4-Rotated-1st-floor.ifc,0.007361412,,"no view,2,1","EDMsix Version 2.0100.09 Sep  7 2016,Allplan 2018.0 31.01.2018 - 17:00:38,
",,,,,
2781,Ifc4-Rotated-IfcSite-1st-floor.ifc,0.007352829,,"no view, 2,1","EDMsix Version 2.0100.09 Sep  7 2016, Allplan 2018.0 31.01.2018 - 17:00:38, 
",,,,,
2782,Ifc4-SampleHouse.ifc,2.214864731,Wed Sep 30 13:29:00 2015,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20140903_1530x64 - Exporter 17.0.416.0 - Alternate UI 15.5.0.0,
",,"2015,Autodesk Revit 2015 (ENU),Revit
","Westminster, Millbank, London, Greater London, England, SW1P 3JX, United Kingdom",51.5004439,-0.1265398
2783,Ifc4-Storey-With-4Walls.ifc,0.012166023,,"no view,2,1","Storey-With-Walls.ifc,
",No Organization,"2019.1,Allplan,Allplan
",,,
2784,Ifc4-Storey-With-Slab.ifc,0.00408268,,"no view, 2,1","EDMsix Version 2.0100.09 Sep  7 2016, Allplan 2019.1 23.05.2019 - 09:25:46, 
",No Organization,"2019.1,Allplan,Allplan
",,,
2785,ifc4.ifc,0.021204948,," 
"," 
","RDF, RDF Ltd"," 0.10, Test Application, TA 1001
","Sofia ,  1320 ,  Bulgaria",42.6977028,23.3217359
2786,Ifc4DesignTransfer.ifc,0.007349014,,"DesignTransferView_V1,2,1","
",Geometry Gym Pty Ltd,"0.0.16.0,TestModelViewDefinition v1.0.0.0,TestModelViewDefinition v1.0.0.0
",,,
2787,ifc4Mep%20export%2017-12-2013_IFC4.ifc,27.80034828,,"CoordinationView,2,1","DDS-IFC v2.0,DDS-CAD Version 9 Win32 build 13/11-2013,DDS
",Data Design System | wwwdds-cadcom,"Version 9 Win32 build 13/11-2013,DDS-CAD,DDS-CAD Version 9 Win32 build 13/11-2013
",,,
2788,ifc4rac_basic_sample_project.ifc,24.22356987,Mon Dec 16 11:31:19 2013,"CoordinationView_V2.0,2,1","The EXPRESS Data Manager Version 5.01.0100.02.64mod : 6 Jun 2012,20131024_2115x64 - Exporter 3.7.1.0 - Alternate UI 2.5.0.0,
",Autodesk,"2014,Autodesk Revit 2014 (ENU),Revit
","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
2789,Ifc4Reference.ifc,0.00554657,,"ReferenceView_V1,2,1","
",,,,,
2790,Ifc4Reference_commented.ifc,0.048888206,,"ReferenceView_V1,2,1","
",,,,,
2791,IFC4sample.ifc,6.047481537,Mon Jan 25 00:26:23 2016,"CoordinationView_V2.0, QuantityTakeOffAddOnView,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20150702_1515x64 - Exporter 15.5.0.0 - Alternate UI 15.5.0.0,
",,"2015,Autodesk Revit 2015 (ENU),Revit
","City of Rochester, Monroe County, New York, United States",43.157285,-77.615214
2792,IFC4TessellationComplex.ifc,0.160619736,Mon Jul 30 16:07:51 2018,"ReferenceView_V1.0,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20170223_1515x64 - Exporter 18.0.0.420 - Alternate UI 18.0.0.420,
",,"2018,Autodesk Revit 2018 (FRA),Revit
",,,
2793,IFC4x3_RC4.ifc,2.65069294,,"2,1","buildingSMART IfcKit,IfcDoc.Documentation 1.0.0.0,
",,,,,
2794,IFC4_ADD2_Properties.ifc,3.006690025,,",2,1","buildingSMART IFCDOC 11.7,buildingSMART IFC Documentation Generator,
",,,,,
2795,IFC4_col.ifc,0.002497673,,"CoordinationView,2,1","IfcOpenShell 0.6.0b0,IfcOpenShell 0.6.0b0,
",,"0.19 build 23652 (Git),FreeCAD,118df2cf_ed21_438e_a41
",,,
2796,Ifc4_CubeAdvancedBrep.ifc,0.010119438,,"notYetAssigned,2,1","
",UNKNOWN,"0.5.35.0,ssiRhinoIFC - Geometry Gym Plug-in for Rhino3d,ssiRhinoIFC
",,,
2797,ifc4_example.ifc,2.409500122,,", QuantityTakeOffAddOnView, SpaceBoundary2ndLevelAddOnView,OptionDrawing Scale: 100.000000,OptionGlobal Unique Identifiers GUID: Keep existing,OptionElements to export: Entire project,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: On,OptionConvert 2D symbols of Doors and Windows: Off,OptionExplode Composite and Complex Profile elements into parts: Off,OptionExport geometries that Participates in Collision Detection only: On,OptionMulti-skin complex geometries: Building element parts,OptionElements in Solid Element Operations: Extruded/revolved,OptionElements with junctions: Extruded/revolved without junctions,OptionSlabs with slanted edges: Extruded,OptionUse legacy geometric methods as in Coordination View 1.0: Off,OptionIFC Site Geometry: As boundary representation BRep,OptionIFC Site Location: At Project Origin,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: On,OptionGeometry to type objects: On,OptionElement Properties: On,OptionProperties To Export: All,OptionIFC Base Quantities: On,OptionWindow Door Lining and Panel Parameters: On,OptionIFC Space boundaries: On,OptionARCHICAD Zone Categories as IFC Space classification data: On,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD-64 20.0.0 GER FULL Windows version IFC2x3 add-on version: 4009 GER FULL.,The authorising person
",Graphisoft,"20.0.0,ARCHICAD-64,IFC2x3 add-on version: 4009 GER FULL
",,,
2798,IFC4_GRAPHISOFT_ARCHICAD_Sample_Project_S_Office_v1.ifc,14.86940384,,"Design_Transfer_View,ExchangeRequirementArchitecture,OptionDrawing Scale: 100.000000,OptionElements to export: Visible elements on all stories,OptionPartial Structure Display: Entire Model,OptionIFC Domain: All,OptionStructural Function: All Elements,OptionConvert Grid elements: On,OptionConvert IFC Annotations and ARCHICAD 2D elements: Off,OptionConvert 2D symbols of Doors and Windows: Off,OptionExport geometries that Participates in Collision Detection only: Off,OptionSplit complex elements: Off,OptionMaterial Preservation: Explode where necessary,OptionElements in Solid Element Operations: Extruded/revolved,OptionElements with junctions: Extruded/revolved without junctions,OptionSlabs with slanted edges: Extruded,OptionIFC Site Location: At Project Origin,OptionCurtain Wall export mode: Container Element,OptionRailing export mode: Single Element,OptionStair export mode: Container Element,OptionProperties To Export: All properties,OptionSpace containment: Off,OptionBounding Box: Off,OptionGeometry to type objects: Off,OptionElement Properties: Off,OptionBuilding Material Properties: Off,OptionElement Parameters: Off,OptionComponent Parameters: Off,OptionIFC Base Quantities: Off,OptionDoor Window Parameters: On,OptionIFC Space boundaries: Off,OptionARCHICAD Zone Categories as IFC Space classification data: Off,OptionElement Classifications: Off,2,1","The EXPRESS Data Manager Version 5.02.0100.09 : 26 Sep 2013,IFC file generated by GRAPHISOFT ARCHICAD 23.0.0 HUN FULL Windows version IFC add-on version: 4006 HUN FULL.,The authorising person
",Graphisoft,"23.0.0,ARCHICAD,IFC add-on version: 4006 HUN FULL
",,,
2799,Ifc4_Revit_ARC.ifc,13.01397038,Tue Mar 02 22:49:04 2021,"ReferenceView_V1.2,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,21.0.0.383 - Exporter 21.0.0.383 - Alternate UI 21.0.0.383,
",Autodesk,"2021,Autodesk Revit 2021 (ENU),Revit
","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
2800,Ifc4_Revit_ARC_FireRatingAdded.ifc,13.01771259,Thu Mar 25 01:14:57 2021,"ReferenceView_V1.2,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,21.0.0.383 - Exporter 21.0.0.383 - Alternate UI 21.0.0.383,
",Autodesk,"2021,Autodesk Revit 2021 (ENU),Revit
","Boston, Suffolk County, Massachusetts, United States",42.3554334,-71.060511
2801,Ifc4_Revit_MEP.ifc,27.81417561,Tue Mar 02 23:38:45 2021,"ReferenceView_V1.2,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,21.0.0.383 - Exporter 21.0.0.383 - Alternate UI 21.0.0.383,
",,"2021,Autodesk Revit 2021 (ENU),Revit
","Telefónica Germany GmbH & Co. OHG, 50, Georg-Brauchle-Ring, Borstei, Alt Moosach, Moosach, München, Bayern, 80992, Deutschland",48.176891299999994,11.532562750885305
2802,Ifc4_Revit_STR.ifc,10.76245022,Tue Mar 02 22:55:40 2021,"ReferenceView_V1.2,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,21.0.0.383 - Exporter 21.0.0.383 - Alternate UI 21.0.0.383,
",,"2021,Autodesk Revit 2021 (ENU),Revit
",,,
2803,Ifc4_SampleHouse.ifc,2.168531418,," 2,1","Xbim File Processor version 4.0.0.0, Xbim version 4.0.0.0, 
",,"2015,Autodesk Revit 2015 (ENU),Revit
","Westminster, Millbank, London, Greater London, England, SW1P 3JX, United Kingdom",51.5004439,-0.1265398
2804,Ifc4_SampleHouse_0_GroundFloor.ifc,2.070077896,," 2,1","Xbim File Processor version 4.0.0.0, Ifc.Toolbox v3.9 - BIM Mars, 
",Autodesk Revit 2015 (ENU),"2015,Autodesk Revit 2015 (ENU),Revit
","Westminster, Millbank, London, Greater London, England, SW1P 3JX, United Kingdom",51.5004439,-0.1265398
2805,Ifc4_SampleHouse_IfcWallStandardCase.ifc,0.021203995,," 2,1","Xbim File Processor version 4.0.0.0, Ifc.Toolbox v3.9 - BIM Mars, 
",Autodesk Revit 2015 (ENU),"2015,Autodesk Revit 2015 (ENU),Revit
","Westminster, Millbank, London, Greater London, England, SW1P 3JX, United Kingdom",51.5004439,-0.1265398
2806,Ifc4_SampleHouse_IfcWindow.ifc,0.03657341,," 2,1","Xbim File Processor version 4.0.0.0, Ifc.Toolbox v3.9 - BIM Mars, 
",Autodesk Revit 2015 (ENU),"2015,Autodesk Revit 2015 (ENU),Revit
","Westminster, Millbank, London, Greater London, England, SW1P 3JX, United Kingdom",51.5004439,-0.1265398
2807,Ifc4_WallElementedCase.ifc,0.024328232,,"notYetAssigned,2,1","Constructivity 0.9.8.2,Constructivity 0.9.8.2,
",,,,,
2808,IFC4_Wall_3_with_properties.ifc,0.007716179,,"ReferenceView_V1.2,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,21.1.21.45 - Exporter 21.1.21.45 - Alternate UI 21.1.21.45,
","TEST,TEST Organization XYZ,TEST Organization XYZ","18.0.0,TEST app,IFC2x3 add-on version: 6000 NED FULL
",,,
2809,IFC4_Wall_4_with_material.ifc,0.007716179,,"ReferenceView_V1.2,2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,21.1.21.45 - Exporter 21.1.21.45 - Alternate UI 21.1.21.45,
","TEST,TEST Organization XYZ,TEST Organization XYZ","18.0.0,TEST app,IFC2x3 add-on version: 6000 NED FULL
",,,
2810,IfcAdvancedBrepTrimmedCurveTest.ifc,0.017889023,," 2,1","Xbim File Processor version 3.2.0.0, Xbim version 3.2.0.0, 
",,,,,
2811,ifcadvancedbrep_with_faulty_surface_orientation.ifc,0.044326782,," 2,1","The EXPRESS Data Manager Version 5.02.0100.07 : 28 Aug 2013,20160225_1515x64 - Exporter 17.0.416.0 - Default UI, 
",Autodesk Revit 2020 (ENU),"2020,Autodesk Revit 2020 (ENU),Revit
",,,
